0,4,4,4,4,4,4,0,2,6,4,6,6,8,8,8,11,10,8,8,6,4,6,4,8,12,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,
0,0,0,0,0,0,0,0,0,5,0,4,4,2,4,4,10,8,6,4,6,8,8,2,0,4,4,4,4,4,4,4,4,4,2,0,0,0,0,0,0,0,0,0,0,
0,4,4,4,4,4,4,6,12,12,8,12,14,8,14,18,18,10,10,4,6,4,8,4,0,0,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,
0,0,0,0,0,0,2,4,4,5,8,4,8,6,10,8,10,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,4,4,4,4,4,4,4,8,6,4,4,6,4,2,1,2,4,8,8,0,8,12,4,4,0,0,4,0,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,
0,0,0,0,0,0,0,0,0,4,4,4,2,8,6,4,2,0,0,0,2,1,2,4,0,4,6,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,4,4,4,4,4,4,0,3,0,6,8,8,8,10,18,17,12,8,8,9,12,8,8,12,8,4,4,4,4,6,8,8,8,8,8,8,6,4,4,4,4,4,4,0,
0,0,0,0,0,0,0,0,2,0,4,9,17,12,4,18,16,10,8,8,10,15,12,12,14,16,4,8,8,6,4,4,4,4,4,2,0,0,0,0,0,0,0,0,0,
0,4,4,4,4,4,4,2,0,0,0,0,4,0,4,12,16,16,12,8,4,4,6,4,2,0,0,4,8,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,
0,0,0,0,0,0,0,0,0,8,4,8,12,12,12,12,10,6,7,8,10,8,13,4,4,12,10,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,4,4,4,4,4,4,6,12,12,12,8,10,8,12,16,16,12,12,12,4,6,6,4,4,0,2,5,4,4,0,0,0,0,0,0,0,2,4,4,4,4,4,4,0,
0,0,0,0,0,0,0,0,2,12,16,16,16,4,7,8,15,8,4,8,6,4,1,8,8,8,4,2,0,4,8,8,8,8,8,8,8,4,0,0,0,0,0,0,0,
0,4,4,4,4,4,4,4,4,6,8,14,14,12,20,14,11,4,8,8,6,8,14,10,8,4,8,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,0,
0,0,0,0,0,0,0,0,3,6,8,8,10,5,8,8,8,9,4,4,4,4,8,6,4,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,4,4,4,4,4,4,4,6,8,4,6,12,10,10,12,8,4,6,4,4,3,4,2,6,5,2,4,6,0,0,0,0,0,0,0,0,2,4,4,4,4,4,4,0,
0,0,0,0,0,0,0,2,6,8,4,0,8,8,12,12,13,4,10,6,5,5,8,4,4,8,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,4,4,4,4,4,6,10,12,10,8,4,4,4,10,12,15,16,8,16,12,8,14,14,16,14,4,4,6,6,4,4,4,4,4,6,6,4,4,4,4,4,4,4,0,
0,0,0,0,0,0,0,2,4,0,4,4,0,0,4,4,0,1,0,2,7,6,6,0,0,6,0,6,4,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,4,4,4,4,4,4,4,6,6,6,8,6,4,2,4,4,4,0,4,4,6,8,14,14,16,10,8,8,8,4,4,4,4,2,0,2,4,4,4,4,4,4,4,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,4,4,4,4,4,2,0,0,0,0,0,2,4,0,0,0,0,0,0,0,4,0,6,11,12,10,8,6,4,4,4,2,0,2,4,4,4,4,4,4,4,4,4,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,4,4,4,4,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,4,2,0,0,0,0,0,0,2,4,4,4,4,4,4,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
